Text,Product_Start,Product_End,Price_Start,Price_End,Promotion_Start,Promotion_End,Marketplace_Start,Marketplace_End,,,,
Teman saya ingin membeli baju tidur yang nyaman. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,25,28,66,72,108,125,84,86,,,,
Aku berencana membeli kacamata hitam. Harganya sekitar 80.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,22,29,55,60,99,116,72,77,,,,
Saya ingin membeli buku di supermarket. Harganya sekitar 500.000 rupiah setelah mendapatkan diskon sebesar 5%.,19,22,57,63,92,108,27,37,,,,
Teman saya tertarik membeli baju kemeja. Harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,28,31,58,64,100,117,76,78,,,,
Aku ingin membeli baju renang untuk anak-anak. Harganya sekitar 80.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,18,21,64,69,108,125,81,86,,,,
Saya sedang mencari tas selempang yang praktis. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,20,32,65,71,113,130,83,91,,,,
Aku berencana membeli pakaian dalam. Harganya sekitar 30.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,22,28,54,59,95,112,71,73,,,,
Saya ingin membeli mainan edukatif untuk anak-anak di supermarket. Harganya sekitar 100.000 rupiah setelah mendapatkan diskon sebesar 10%.,19,25,84,90,119,136,54,64,,,,
Teman saya tertarik membeli baju Muslimah. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,28,31,60,66,105,122,78,83,,,,
Aku ingin membeli tas ransel dengan banyak kompartemen. Harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,18,20,73,79,115,132,91,93,,,,
Saya mencari sepatu sneakers merk Converse. Harganya sekitar 600.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,13,18,61,67,109,126,79,87,,,,
Aku ingin membeli kamera saku untuk perjalanan. Harganya sekitar 1.000.000 rupiah di Shopee setelah mendapatkan diskon sebesar 5%.,18,23,65,73,112,128,85,90,,,,
Saya sedang mencari alat tulis seperti pensil mekanik. Harganya sekitar 10.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,20,29,72,77,121,138,89,99,,,,
Teman saya ingin membeli baju anak-anak. Harganya sekitar 80.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,25,28,58,63,99,116,75,77,,,,
Aku berencana membeli perhiasan seperti kalung. Harganya sekitar 300.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,40,45,65,71,113,130,83,91,,,,
Aku berencana membeli perhiasan seperti cincin. Harganya sekitar 300.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 15%.,40,45,65,71,113,130,83,91,,,,
Aku mencari sepatu casual yang nyaman. Harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,12,17,56,62,98,115,,,,,,
Saya ingin membeli pakaian bayi di supermarket. Harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 20%.,19,30,65,70,99,116,35,45,,,,
Teman saya tertarik membeli baju batik. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,28,31,57,63,102,119,75,80,,,,
Aku ingin membeli tas tangan untuk acara formal. Harganya sekitar 250.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,18,20,66,72,108,125,44,46,,,,
Saya sedang mencari sepatu sandal yang nyaman untuk berjalan jauh. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,20,25,84,90,132,149,102,110,,,,
Aku berencana membeli piring bayi. Harganya sekitar 100.000 rupiah di supermarket setelah mendapatkan diskon sebesar 25%.,22,32,52,58,102,119,70,80,,,,
Saya ingin alat tulis Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,11,20,39,45,81,98,57,59,,,,
Teman saya ingin membeli baju tidur yang hangat. Harganya sekitar 80.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,25,28,66,71,110,127,83,88,,,,
Aku mencari sepatu boots dengan desain unik. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,12,17,62,68,110,127,80,88,,,,
Saya ingin membeli pizza dengan harga 50 ribu,19,23,38,44,,,,,,,,
Teman saya tertarik membeli baju pesta. Harganya sekitar 150.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,28,31,57,63,99,116,75,77,,,,
Aku ingin membeli sepatu sneakers merk Vans. Harganya sekitar 600.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,18,23,62,68,107,124,80,85,,,,
Saya sedang mencari bantal dan guling baru. Harganya sekitar 100.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 20%.,20,25,61,68,109,126,79,87,,,,
Aku berencana membeli pakaian dalam untuk pria. Harganya sekitar 30.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,22,28,65,70,114,131,82,92,,,,
Saya ingin membeli mainan anak-anak seperti puzzle. Harganya sekitar 50.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,19,29,69,74,110,127,86,88,,,,
Teman saya tertarik membeli baju formal. Harganya sekitar 200.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,28,31,58,64,103,120,76,81,,,,
Aku ingin membeli tas selempang yang praktis. Harganya sekitar 150.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 15%.,18,20,63,69,111,128,81,89,,,,
Saya sedang mencari sepatu sandal untuk musim panas. Harganya sekitar 80.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,20,25,70,75,119,136,87,97,,,,
Teman saya ingin membeli baju anak-anak. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,25,33,58,64,100,117,76,78,,,,
Aku berencana membeli jam tangan. Harganya sekitar 300.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,22,31,51,57,96,113,69,74,,,,
Saya ingin membeli perlengkapan alat tulis seperti pensil dan penghapus. Harganya sekitar 20.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,32,41,90,95,137,154,107,115,,,,
Aku mencari sepatu casual yang nyaman untuk sehari-hari. Harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,12,17,74,80,116,133,92,94,,,,
Aku ingin membeli baju kaos polos. Harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,18,21,52,58,94,111,70,72,,,,
Saya sedang mencari koper ukuran besar. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,20,24,57,63,105,122,75,83,,,,
Teman saya ingin membeli sepatu boots. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon sebesar 15%.,25,30,56,62,101,118,74,79,,,,
Aku berencana membeli baju gamis untuk Lebaran. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,22,25,65,71,107,124,83,85,,,,
Saya ingin membeli tas ransel dengan banyak kantong. Harganya sekitar 200.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 30%.,19,21,70,76,118,135,88,96,,,,
Aku mencari sepatu sneakers merk Adidas. Harganya sekitar 800.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,12,17,58,64,100,117,76,78,,,,
Saya ingin membeli mainan anak-anak di supermarket. Harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 15%.,19,29,69,74,103,120,39,49,,,,
Teman saya tertarik membeli baju renang. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon sebesar 20%.,28,31,58,64,103,120,76,81,,,,
Aku ingin membeli perlengkapan olahraga seperti matras yoga. Harganya sekitar 250.000 rupiah di Tokopedia setelah mendapatkan diskon sebesar 10%.,48,54,78,84,126,143,96,104,,,,
Aku ingin membeli kartu remi Bicycle. Harganya sekitar 20.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,18,22,55,60,102,107,72,80,,,,
Saya mencari board game Catur. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,24,28,48,54,77,86,66,68,,,,
Teman saya ingin membeli action figure Iron Man. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 20%.,32,37,66,72,111,120,84,89,,,,
Aku tertarik membeli monitor LED 24 inci. Harganya sekitar 1.500.000 rupiah di supermarket dengan diskon 5%.,21,27,59,67,98,106,79,89,,,,
Saya berencana membeli kipas angin meja. Harganya sekitar 100.000 rupiah di Tokopedia setelah mendapatkan diskon 15%.,23,27,58,64,106,115,76,84,,,,
Aku ingin membeli kabel USB tipe C. Harganya sekitar 50.000 rupiah di mal dengan diskon 10%.,18,22,53,58,81,90,70,72,,,,
Teman saya mencari lemari pakaian dua pintu. Harganya sekitar 1.000.000 rupiah di Shopee setelah mendapatkan diskon 15%.,19,24,62,70,109,118,82,87,,,,
Saya sedang mencari webcam HD. Harganya sekitar 300.000 rupiah di supermarket dengan diskon 10%.,20,25,48,54,85,94,66,76,,,,
Aku ingin membeli topi baseball. Harganya sekitar 50.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,18,21,50,55,97,106,67,75,,,,
Saya tertarik membeli piala bergilir. Harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,22,26,55,61,84,93,73,75,,,,
Aku ingin membeli kaos kaki sport. Harganya sekitar 30.000 rupiah di Shopee setelah mendapatkan diskon 10%.,18,26,52,57,96,105,69,74,,,,
Saya mencari kacamata renang anti-kabut. Harganya sekitar 80.000 rupiah di supermarket dengan diskon 15%.,13,20,58,63,94,103,75,85,,,,
Teman saya ingin membeli suplemen whey protein. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,25,32,65,71,113,122,83,91,,,,
Aku tertarik membeli kaca cermin besar. Harganya sekitar 1.000.000 rupiah di mal dengan diskon 10%.,21,24,57,65,88,97,77,79,,,,
Aku ingin membeli keripik kentang rasa barbeque. Harganya sekitar 20.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,18,24,66,71,113,122,83,91,,,,
Saya mencari kursi kantor ergonomis. Harganya sekitar 1.000.000 rupiah di mal dengan diskon 15%.,13,34,54,62,85,94,74,76,,,,
Teman saya ingin membeli bluetooth earphone merek JBL. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 20%.,25,42,72,78,117,126,90,95,,,,
Aku tertarik membeli antigores smartphone. Harganya sekitar 50.000 rupiah di supermarket dengan diskon 5%.,21,29,60,65,96,104,77,87,,,,
Saya berencana membeli sepeda gunung merk Polygon. Harganya sekitar 3.000.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,23,35,68,76,118,127,88,96,,,,
Aku ingin membeli toples kaca untuk menyimpan makanan. Harganya sekitar 100.000 rupiah di mal dengan diskon 10%.,18,23,72,78,101,110,90,92,,,,
Saya sedang mencari smartwatch Xiaomi Mi Band 5. Harganya sekitar 300.000 rupiah di Shopee dengan diskon 15%.,20,29,66,72,98,107,84,89,,,,
Teman saya ingin membeli set peralatan tukang rumah 10 in 1. Harganya sekitar 200.000 rupiah di supermarket setelah mendapatkan diskon 10%.,29,44,78,84,128,137,96,106,,,,
Aku tertarik membeli alat laminating untuk kantor. Harganya sekitar 500.000 rupiah di Tokopedia dengan diskon 20%.,26,35,68,74,103,112,86,94,,,,
Saya berencana membeli mesin jahit portable. Harganya sekitar 1.500.000 rupiah di mal setelah mendapatkan diskon 15%.,23,33,62,70,106,115,82,84,,,,
Aku ingin membeli kerupuk udang. Harganya sekitar 15.000 rupiah di Shopee dengan diskon 10%.,18,30,50,55,81,90,67,72,,,,
Saya mencari kursi kantor dengan sandaran punggung yang bisa diatur. Harganya sekitar 800.000 rupiah di supermarket setelah mendapatkan diskon 15%.,13,24,86,92,136,145,104,114,,,,
Teman saya ingin membeli bluetooth earphone merek Sony. Harganya sekitar 700.000 rupiah di Tokopedia dengan diskon 20%.,25,42,73,79,108,117,91,99,,,,
Aku tertarik membeli antigores layar laptop. Harganya sekitar 30.000 rupiah di mal dengan diskon 10%.,21,29,62,67,90,99,79,81,,,,
Saya berencana membeli sepeda lipat merk United. Harganya sekitar 2.000.000 rupiah di Shopee setelah mendapatkan diskon 15%.,23,34,66,74,113,122,86,91,,,,
Aku ingin membeli toples plastik untuk menyimpan bumbu dapur. Harganya sekitar 50.000 rupiah di supermarket dengan diskon 10%.,18,31,79,84,115,124,96,106,,,,
Saya berencana membeli rokok Marlboro. Harganya sekitar 30.000 rupiah di mal setelah mendapatkan diskon 10%.,23,27,56,61,97,106,73,75,,,,
Aku tertarik membeli sistem CCTV merek Hikvision. Harganya sekitar 2.000.000 rupiah di Tokopedia dengan diskon 15%.,28,31,67,75,104,113,87,95,,,,
Teman saya ingin membeli Bluetooth earphone merk JBL. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 10%.,25,42,71,77,116,125,89,94,,,,
Saya sedang mencari home theater dengan suara berkualitas. Harganya sekitar 5.000.000 rupiah di supermarket dengan diskon 20%.,20,31,76,84,115,124,96,106,,,,
Aku ingin membeli botol Corkcicle warna merah. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,18,22,64,70,106,115,82,84,,,,
Saya berencana membeli kulkas dua pintu merek LG. Harganya sekitar 3.000.000 rupiah di Tokopedia dengan diskon 15%.,23,28,67,75,104,113,87,95,,,,
Aku ingin membeli sarung tangan tinju. Harganya sekitar 200.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,18,30,56,62,104,113,74,82,,,,
Saya mencari jaring voli outdoor. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,13,23,51,57,80,89,69,71,,,,
Teman saya ingin membeli sepatu basket. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 20%.,25,30,57,63,102,111,75,80,,,,
Aku tertarik membeli helm sepeda. Harganya sekitar 150.000 rupiah di supermarket dengan diskon 10%.,21,24,51,57,88,97,69,79,,,,
Saya berencana membeli alat renang snorkel. Harganya sekitar 100.000 rupiah di Tokopedia setelah mendapatkan diskon 15%.,35,41,61,67,109,118,79,87,,,,
Aku ingin membeli ping pong paddle. Harganya sekitar 250.000 rupiah di mal dengan diskon 10%.,28,33,53,59,82,91,71,73,,,,
Teman saya mencari raket badminton. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon 15%.,19,23,53,59,98,107,71,76,,,,
Saya sedang mencari stopwatch olahraga. Harganya sekitar 80.000 rupiah di supermarket dengan diskon 5%.,20,28,57,62,93,101,74,84,,,,
Aku ingin membeli stik golf kw. Harganya sekitar 600.000 rupiah di Tokopedia setelah mendapatkan diskon 20%.,18,26,49,55,97,106,67,75,,,,
Saya tertarik membeli jaket hiking. Harganya sekitar 350.000 rupiah di mal dengan diskon 10%.,22,26,53,59,82,91,71,73,,,,
Aku ingin membeli bola sepak. Harganya sekitar 100.000 rupiah di Shopee setelah mendapatkan diskon 10%.,18,21,47,53,92,101,65,70,,,,
Saya mencari raket ankle support. Harganya sekitar 200.000 rupiah di supermarket dengan diskon 15%.,19,31,51,57,88,97,69,79,,,,
Teman saya ingin membeli alat panahan. Harganya sekitar 800.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,30,36,56,62,104,113,74,82,,,,
Aku tertarik membeli kacamata renang. Harganya sekitar 50.000 rupiah di mal dengan diskon 20%.,21,28,55,60,83,92,72,74,,,,
Saya berencana membeli peralatan yoga. Harganya sekitar 300.000 rupiah di Shopee setelah mendapatkan diskon 15%.,33,36,56,62,101,110,74,79,,,,
Aku ingin membeli vas bunga keramik. Harganya sekitar 100.000 rupiah di Shopee setelah mendapatkan diskon 20%.,18,26,54,60,99,108,72,77,,,,
Saya mencari penyedot debu portable. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,13,25,54,60,83,92,72,74,,,,
Teman saya ingin membeli tas travel ukuran besar. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,25,27,67,73,115,124,85,93,,,,
Aku tertarik membeli alat pemotong rumput. Harganya sekitar 1.000.000 rupiah di supermarket dengan diskon 5%.,26,40,60,68,99,107,80,90,,,,
Saya berencana membeli lampu hias gantung. Harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon 10%.,23,32,60,66,102,111,78,80,,,,
Aku ingin membeli sapu lantai dengan pegangan panjang. Harganya sekitar 50.000 rupiah di Shopee dengan diskon 10%.,18,21,72,77,103,112,89,94,,,,
Teman saya mencari koper travel berukuran kecil. Harganya sekitar 150.000 rupiah di supermarket setelah mendapatkan diskon 20%.,19,23,66,72,116,125,84,94,,,,
Saya sedang mencari alat penyiram tanaman otomatis. Harganya sekitar 400.000 rupiah di Tokopedia dengan diskon 15%.,25,40,69,75,104,113,87,95,,,,
Aku ingin membeli karpet bulu untuk ruang tamu. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,18,23,65,71,107,116,83,85,,,,
Saya tertarik membeli mesin cuci mini portable. Harganya sekitar 800.000 rupiah di Shopee dengan diskon 20%.,22,31,65,71,97,106,83,88,,,,
Aku tertarik membeli hairclay. Harganya sekitar 120.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,21,28,48,54,96,105,66,74,,,,
Saya ingin membeli set lemari dapur. Harganya sekitar 5 juta rupiah di mal dengan diskon 20%.,23,28,54,59,82,91,71,73,,,,
Teman saya mencari drum set lengkap. Harganya sekitar 3.000.000 rupiah di Shopee setelah mendapatkan diskon 15%.,19,22,54,62,101,110,74,79,,,,
Aku berencana membeli 4 in 1 shaver. Harganya sekitar 100.000 rupiah di supermarket dengan diskon 10%.,29,34,54,60,91,100,72,82,,,,
Saya sedang mencari lakban. Harganya sekitar 70ribu rupiah di toko offline setelah mendapat promo buy 2 get 1.,20,25,45,50,92,108,62,73,,,,
Aku ingin membeli sarung bantal bergambar. Harganya sekitar 80.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,25,30,60,65,107,116,77,85,,,,
Saya tertarik membeli rice cooker. Harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,22,32,52,58,81,90,70,72,,,,
Teman saya mencari keyboard untuk pemula. Harganya sekitar 800.000 rupiah di Shopee setelah mendapatkan diskon 20%.,19,26,59,65,104,113,77,82,,,,
Aku ingin membeli bantal guling. Harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,18,23,50,56,87,96,68,78,,,,
Saya mencari PS4 bekas. Harganya sekitar 2.000.000 rupiah di grand indonesia setelah mendapatkan diskon 15%.,13,15,41,49,97,106,61,75,,,,
Aku tertarik membeli jam tangan di swatch. Harganya sekitar 2.3 juta rupiah di Tokopedia setelah mendapatkan diskon 15%.,21,23,60,67,109,118,79,87,,,,
Saya ingin membeli jam dinding. Harganya sekitar 150.000 rupiah di ace hardware dengan diskon 20%.,19,21,49,55,87,96,67,78,,,,
Teman saya mencari biola untuk pemula. Harganya sekitar 1.500.000 rupiah di Shopee setelah mendapatkan diskon 10%.,19,23,56,64,103,112,76,81,,,,
Aku berencana membeli botol susu kaca. Harganya sekitar 75.000 rupiah di supermarket dengan diskon 15%.,22,26,56,61,92,101,73,83,,,,
Saya sedang mencari gelang perak. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,20,25,51,57,93,102,69,71,,,,
Aku ingin membeli buku sabun cuci muka di indomaret. Harganya sekitar 50.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,23,27,70,75,117,126,87,95,,,,
Saya tertarik membeli kompor gas. Harganya sekitar 250.000 rupiah di mal dengan diskon 20%.,22,27,51,57,80,89,69,71,,,,
Teman saya mencari tas selempang eiger. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon 15%.,19,21,57,63,102,111,75,80,,,,
Aku ingin membeli baju bayi. Harganya sekitar 70.000 rupiah di supermarket dengan diskon 10%.,18,21,46,51,82,91,63,73,,,,
Saya mencari cincin platinum. Harganya sekitar 1.800.000 rupiah di mal setelah mendapatkan diskon 10%.,13,18,47,55,91,100,67,69,,,,
Aku tertarik membeli buku self-help. Harganya sekitar 130.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,21,24,54,60,102,111,72,80,,,,
Saya ingin membeli panci presto. Harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,19,23,50,56,79,88,68,70,,,,
Teman saya mencari saxophone untuk pemula. Harganya sekitar 2.500.000 rupiah di Shopee setelah mendapatkan diskon 15%.,19,27,60,68,107,116,80,85,,,,
Aku berencana membeli sterilizer botol bayi. Harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,22,31,62,68,99,108,80,90,,,,
Saya sedang mencari kalung mutiara. Harganya sekitar 2.000.000 rupiah di mal setelah mendapatkan diskon 10%.,20,25,53,61,97,106,73,75,,,,
Aku ingin membeli buku kamus Inggris-Indonesia. Harganya sekitar 70.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,23,27,65,70,112,121,82,90,,,,
Saya tertarik membeli set sendok stainless steel. Harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,26,31,67,73,96,105,85,87,,,,
Teman saya mencari flute untuk pemula. Harganya sekitar 800.000 rupiah di Shopee setelah mendapatkan diskon 15%.,19,23,56,62,101,110,74,79,,,,
Aku ingin membeli popok kain bayi. Harganya sekitar 60.000 rupiah di supermarket dengan diskon 10%.,18,22,52,57,88,97,69,79,,,,
Saya mencari gelang titanium. Harganya sekitar 500.000 rupiah di mal setelah mendapatkan diskon 15%.,13,18,47,53,89,98,65,67,,,,
Aku tertarik membeli buku thriller. Harganya sekitar 140.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,21,24,53,59,101,110,71,79,,,,
Saya ingin membeli set pisau dapur keramik. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,23,27,61,67,90,99,79,81,,,,
Teman saya mencari ukulele sopranino. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon 20%.,19,25,55,61,100,109,73,78,,,,
Aku berencana membeli meja belajar kecil untuk duduk di lantai Harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,22,25,80,86,117,126,98,108,,,,
Saya sedang mencari liontin emas. Harganya sekitar 1.200.000 rupiah di mal setelah mendapatkan diskon 15%.,20,26,51,59,95,104,71,73,,,,
Aku ingin membeli buku biografi. Harganya sekitar 90.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,18,21,50,55,97,106,67,75,,,,
Saya tertarik membeli blender tangan. Harganya sekitar 180.000 rupiah di mal dengan diskon 20%.,22,28,55,61,84,93,73,75,,,,
Teman saya mencari drum elektrik. Harganya sekitar 4.000.000 rupiah di Shopee setelah mendapatkan diskon 10%.,19,22,51,59,98,107,71,76,,,,
Aku ingin membeli kursi makan bayi portabel. Harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,18,23,62,68,99,108,80,90,,,,
"kayaknya skincare SOMETHINC Glowing Up Sunscreen Stick SPF 50++ PA++++ lagi diskon jadi 82000 di shopee. beli gak ya?
 ",9,16,88,92,,,97,102,,,,
 skincare SKINTIFIC Paket 2pcs MSH Niacinamide + 5x Ceramide Moisturizer harganya 189000 dilazada beli gak ya?,1,8,82,87,26,28,91,96,,,,
"make up WARDAH Colorfit Last All Day Lip Paint di lazada diskon jadi 55100. pengen beli tapi binggung
 ",0,6,69,73,,,50,55,,,,
"galau nih, skincare THE ORIGINOTE Hyalucera Moisturizer + Eye Serum diskon di lazada jadi 67000
",11,18,90,94,,,78,83,,,,
"skincare GARNER Micellar Water Salicylic BHA. Bimbang banget, mau beli apa nggak ya? soalnya harganya cuman 82000",0,7,108,112,,,,,,,,
"ada Promo Make Up PINKFLASH Eyeliner + Maskara
 di lazada harganya 18700. beli gak ya?",10,16,67,71,,,51,56,,,,
"lagi butuh bodycare sabun mandi BIORE Relaxing Aromatic Jasmine 400ml di shopee harganya 42000 aja udah dapat 2 pc. 
",11,18,89,93,110,113,73,78,,,,
"mau beli bodycare  GRACE AND GLOW Black Opium + English Pear and Freesia Acne Body Wash lagi promo di lazada cuman 64000 dapat 2pc. beli gak ya?
 ",9,16,115,119,127,129,102,107,,,,
"lagi break out. beli skincare NPURE Cica Dark Spot
 di shopee 58600 worth it ga ya?",21,28,62,66,,,55,60,,,,
"skincare AZARINE Hydrasoothe Sunscreen Gel SPF45 PA+++ di lazada 110000 
DAPAT 2",0,7,65,70,73,79,58,63,,,,
"make up LUXCRIME Ulti-Matte Oil Control Setting Spray di lazada 52000. keracunan yang viral. beli gak ya?
 ",0,6,64,68,,,57,62,,,,
bingung mau beli bodycare parfum Fordive yg mana soalnya harganya 229000/100ml di shopee,17,24,66,71,,,82,87,,,,
"Eh, bingung nih, worth it nggak sih beli Tablet PC  samsung galaxy S8  ada free gift nya loh. harganya Rp1000000, diskon 15% di tokopedia?
",41,46,103,111,114,123,128,136,,,,
"Kapan lagiiiii ini skincare serum jerawat beli 1 GRATIS 1  merek kitschy cuman 129000 di shopee
",19,26,79,84,42,56,89,94,,,,
"Dilema gue, pengen beli skincare  SOMETHINC 2pcs Serum free lipbalm pula cuman 137.000 di shopee",24,31,79,81,44,46,90,95,,,,
"mau beli  make up ESQA Flawless Setting Powder di lazada harganya 82K. beli ga ya?
",10,16,66,68,,,,,,,,
"dapat info dari temen, kalo make up HANASUI Serum Cushion lagi diskon jadi 47K di lazada. enaknya beli ga ya?",28,34,75,77,,,82,87,,,,
"make up LUXCRIME Blur & Cover Two Way Cake lagi habis. mumpung payday sale harganya turun jadi 42K. 
",0,6,95,97,,,,,,,,
promo skincare NACIFIC Fresh Herb Origin Toner 150ml cuman 70K aja di lazada ,6,13,59,61,,,70,75,,,,
"Aduh, bingung nih, pengen beli produk elektronik kayak blender Philips canggih harganya Rp800.000, diskon 15% di toko hartono, tapi ragu apakah bakal sering dipake.",38,47,90,96,99,108,118,124,,,,
"Duh, dilemma banget, mau beli set peralatan masak Tupperware lengkap harganya Rp2.500.000, diskon 20% di official shopee, tapi masih mikir-mikir soal ruang penyimpanannya.",34,48,80,88,91,100,114,119,,,,
"Wah, bimbang nih, pengen beli elektronik kayak mesin cuci Samsung harganya Rp3.000.000, toko hartono, tapi takut konsumsi listriknya mahal.",,,77,85,,,93,99,,,,
"Confused banget, mau beli set kursi makan IKEA mewah harganya Rp6.000.000, diskon 10% di toko furniture, tapi masih ragu apakah cocok dengan tema interior rumah.",94,102,64,72,75,84,42,45,,,,
"Gatau deh, mending beli lemari pakaian Niki besar harganya Rp4.000.000, diskon 25% di toko perabotan rumah tangga, atau pakai itu duit buat renovasi dapur?",91,112,61,69,72,81,,,,,,
"Hai, gue lagi tergoda banget sama make up ""SOMETHINC Hooman Breathable UV Cushion Cover SPF 35 PA++++
"" di lazada harganya 145K",34,40,123,126,,,107,112,,,,
"Eh? Ada produk skincare ""SKINTIFIC 5% AHA BHA PHA Exfoliating Toner
"" dari merek Missha yang katanya bisa bikin kulit cerah dan sehat. Tapi gue masih mikir-mikir, apakah emang worth it buat coba atau cuma jadi tren doang soalnya harganya 79000.",15,22,238,242,,,,,,,,
"lagi kepikiran pengen beli make up ""WARDAH Instaperfect  Matte Fit Powder Foundation"" di lazada harganya 106K",27,33,105,108,,,89,94,,,,
"lagi pengen banget beli skincare ""AVOSKIN Toner Niacinamide 7% + Alpha Arbutin 1% + Kale
"" di shopee harganya 109000",24,31,110,115,,,94,99,,,,
"pengen coba make up ""LUXCRIME Ultra Cover Foundation Balm"" di shopee mumpung murah harganya cuman 41000 dari 159000",12,18,109,114,,,62,67,,,,
"skincare AZARINE Hydramax-C Gel Sunscreen Serum di lazada harganya 52K


",0,7,67,69,,,51,56,,,,
"pengen coba skincare AVOSKIN MIRACULOUS REFINING TONER 100ml di lazada 130K dari 195K
",12,19,71,74,,,64,69,,,,
