Text,Product_Name,Product_Start,Product_End,Price_Name,Price_Start,Price_End,Promotion_Type,Promotion_Start,Promotion_End,Marketplace_Name,Marketplace_Start,Marketplace_End
Saya berencana membeli kulkas dua pintu merek LG. Harganya sekitar 3.000.000 rupiah di Tokopedia dengan diskon 15%.,kulkas,23,28,3.000.000,67,75,diskon 15%,104,113,tokopedia,87,95
Aku ingin membeli sarung tangan tinju. Harganya sekitar 200.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,sarung tangan,18,30,200.000,56,62,diskon 10%,104,113,tokopedia,74,82
Saya mencari jaring voli outdoor. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,jaring voli,13,23,300.000,51,57,diskon 15%,80,89,mal,69,71
Teman saya ingin membeli sepatu basket. Harganya sekitar 500.000 rupiah di Shopee setelah mendapatkan diskon 20%.,sepatu,25,30,500.000,57,63,diskon 20%,102,111,shopee,75,80
Aku tertarik membeli helm sepeda. Harganya sekitar 150.000 rupiah di supermarket dengan diskon 10%.,helm,21,24,150.000,51,57,diskon 10%,88,97,supermarket,69,79
Saya berencana membeli alat renang snorkel. Harganya sekitar 100.000 rupiah di Tokopedia setelah mendapatkan diskon 15%.,snorkel,35,41,100.000,61,67,diskon 15%,109,118,tokopedia,79,87
Aku ingin membeli ping pong paddle. Harganya sekitar 250.000 rupiah di mal dengan diskon 10%.,paddle,28,33,250.000,53,59,diskon 10%,82,91,mal,71,73
Teman saya mencari raket badminton. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon 15%.,raket,19,23,400.000,53,59,diskon 15%,98,107,shopee,71,76
Saya sedang mencari stopwatch olahraga. Harganya sekitar 80.000 rupiah di supermarket dengan diskon 5%.,stopwatch,20,28,80.000,57,62,diskon 5%,93,101,supermarket,74,84
Aku ingin membeli stik golf kw. Harganya sekitar 600.000 rupiah di Tokopedia setelah mendapatkan diskon 20%.,stik golf,18,26,600.000,49,55,diskon 20%,97,106,tokopedia,67,75
Saya tertarik membeli jaket hiking. Harganya sekitar 350.000 rupiah di mal dengan diskon 10%.,jaket,22,26,350.000,53,59,diskon 10%,82,91,mal,71,73
Aku ingin membeli bola sepak. Harganya sekitar 100.000 rupiah di Shopee setelah mendapatkan diskon 10%.,bola,18,21,100.000,47,53,diskon 10%,92,101,shopee,65,70
Saya mencari raket ankle support. Harganya sekitar 200.000 rupiah di supermarket dengan diskon 15%.,ankle support,19,31,200.000,51,57,diskon 15%,88,97,supermarket,69,79
Teman saya ingin membeli alat panahan. Harganya sekitar 800.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,panahan,30,36,800.000,56,62,diskon 10%,104,113,tokopedia,74,82
Aku tertarik membeli kacamata renang. Harganya sekitar 50.000 rupiah di mal dengan diskon 20%.,kacamata,21,28,50.000,55,60,diskon 20%,83,92,mal,72,74
Saya berencana membeli peralatan yoga. Harganya sekitar 300.000 rupiah di Shopee setelah mendapatkan diskon 15%.,yoga,33,36,300.000,56,62,diskon 15%,101,110,shopee,74,79
Aku ingin membeli vas bunga keramik. Harganya sekitar 100.000 rupiah di Shopee setelah mendapatkan diskon 20%.,vas bunga,18,26,100.000,54,60,diskon 20%,99,108,shopee,72,77
Saya mencari penyedot debu portable. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,penyedot debu,13,25,300.000,54,60,diskon 15%,83,92,mal,72,74
Teman saya ingin membeli tas travel ukuran besar. Harganya sekitar 500.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,tas,25,27,500.000,67,73,diskon 10%,115,124,tokopedia,85,93
Aku tertarik membeli alat pemotong rumput. Harganya sekitar 1.000.000 rupiah di supermarket dengan diskon 5%.,pemotong rumput,26,40,1.000.000,60,68,diskon 5%,99,107,supermarket,80,90
Saya berencana membeli lampu hias gantung. Harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon 10%.,lampu hias,23,32,200.000,60,66,diskon 10%,102,111,mal,78,80
Aku ingin membeli sapu lantai dengan pegangan panjang. Harganya sekitar 50.000 rupiah di Shopee dengan diskon 10%.,sapu,18,21,50.000,72,77,diskon 10%,103,112,shopee,89,94
Teman saya mencari koper travel berukuran kecil. Harganya sekitar 150.000 rupiah di supermarket setelah mendapatkan diskon 20%.,koper,19,23,150.000,66,72,diskon 20%,116,125,supermarket,84,94
Saya sedang mencari alat penyiram tanaman otomatis. Harganya sekitar 400.000 rupiah di Tokopedia dengan diskon 15%.,penyiram tanaman,25,40,400.000,69,75,diskon 15%,104,113,tokopedia,87,95
Aku ingin membeli karpet bulu untuk ruang tamu. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,karpet,18,23,300.000,65,71,diskon 10%,107,116,mal,83,85
Saya tertarik membeli mesin cuci mini portable. Harganya sekitar 800.000 rupiah di Shopee dengan diskon 20%.,mesin cuci,22,31,800.000,65,71,diskon 20%,97,106,shopee,83,88
Aku tertarik membeli hairclay. Harganya sekitar 120.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,hairclay,21,28,120.000,48,54,diskon 10%,96,105,tokopedia,66,74
Saya ingin membeli set lemari dapur. Harganya sekitar 5 juta rupiah di mal dengan diskon 20%.,lemari,23,28,5 juta,54,59,diskon 20%,82,91,mal,71,73
Teman saya mencari drum set lengkap. Harganya sekitar 3.000.000 rupiah di Shopee setelah mendapatkan diskon 15%.,drum,19,22,3.000.000,54,62,diskon 15%,101,110,shopee,74,79
Aku berencana membeli 4 in 1 shaver. Harganya sekitar 100.000 rupiah di supermarket dengan diskon 10%.,shaver,29,34,100.000,54,60,diskon 10%,91,100,supermarket,72,82
Saya sedang mencari lakban. Harganya sekitar 70ribu rupiah di toko offline setelah mendapat promo buy 2 get 1.,lakban,20,25,70ribu,45,50,promo buy 2 get 1,92,108,toko offline,62,73
Aku ingin membeli sarung bantal bergambar. Harganya sekitar 80.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,bantal,25,30,80.000,60,65,diskon 10%,107,116,tokopedia,77,85
Saya tertarik membeli rice cooker. Harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,rice cooker,22,32,400.000,52,58,diskon 15%,81,90,mal,70,72
Teman saya mencari keyboard untuk pemula. Harganya sekitar 800.000 rupiah di Shopee setelah mendapatkan diskon 20%.,keyboard,19,26,800.000,59,65,diskon 20%,104,113,shopee,77,82
Aku ingin membeli bantal guling. Harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,bantal,18,23,150.000,50,56,diskon 25%,87,96,supermarket,68,78
Saya mencari PS4 bekas. Harganya sekitar 2.000.000 rupiah di grand indonesia setelah mendapatkan diskon 15%.,PS4,13,15,2.000.000,41,49,diskon 15%,97,106,grand indonesia,61,75
Aku tertarik membeli jam tangan di swatch. Harganya sekitar 2.3 juta rupiah di Tokopedia setelah mendapatkan diskon 15%.,jam,21,23,2.3 juta,60,67,diskon 15%,109,118,tokopedia,79,87
Saya ingin membeli jam dinding. Harganya sekitar 150.000 rupiah di ace hardware dengan diskon 20%.,jam,19,21,150.000,49,55,diskon 20%,87,96,ace hardware,67,78
Teman saya mencari biola untuk pemula. Harganya sekitar 1.500.000 rupiah di Shopee setelah mendapatkan diskon 10%.,biola,19,23,1.500.000,56,64,diskon 10%,103,112,shopee,76,81
Aku berencana membeli botol susu kaca. Harganya sekitar 75.000 rupiah di supermarket dengan diskon 15%.,botol,22,26,75.000,56,61,diskon 15%,92,101,supermarket,73,83
Saya sedang mencari gelang perak. Harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,gelang,20,25,300.000,51,57,diskon 10%,93,102,mal,69,71
Aku ingin membeli buku sabun cuci muka di indomaret. Harganya sekitar 50.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,sabun,23,27,50.000,70,75,diskon 10%,117,126,tokopedia,87,95
Saya tertarik membeli kompor gas. Harganya sekitar 250.000 rupiah di mal dengan diskon 20%.,kompor,22,27,250.000,51,57,diskon 20%,80,89,mal,69,71
Teman saya mencari tas selempang eiger. Harganya sekitar 150.000 rupiah di Shopee setelah mendapatkan diskon 15%.,tas,19,21,150.000,57,63,diskon 15%,102,111,shopee,75,80
Aku ingin membeli baju bayi. Harganya sekitar 70.000 rupiah di supermarket dengan diskon 10%.,baju,18,21,70.000,46,51,diskon 10%,82,91,supermarket,63,73
Saya mencari cincin platinum. Harganya sekitar 1.800.000 rupiah di mal setelah mendapatkan diskon 10%.,cincin,13,18,1.800.000,47,55,diskon 10%,91,100,mal,67,69
Aku tertarik membeli buku self-help. Harganya sekitar 130.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,buku,21,24,130.000,54,60,diskon 10%,102,111,tokopedia,72,80
Saya ingin membeli panci presto. Harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,panci,19,23,400.000,50,56,diskon 15%,79,88,mal,68,70
Teman saya mencari saxophone untuk pemula. Harganya sekitar 2.500.000 rupiah di Shopee setelah mendapatkan diskon 15%.,saxophone,19,27,2.500.000,60,68,diskon 15%,107,116,shopee,80,85
Aku berencana membeli sterilizer botol bayi. Harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,sterilizer,22,31,120.000,62,68,diskon 20%,99,108,supermarket,80,90
Saya sedang mencari kalung mutiara. Harganya sekitar 2.000.000 rupiah di mal setelah mendapatkan diskon 10%.,kalung,20,25,2.000.000,53,61,diskon 10%,97,106,mal,73,75
Aku ingin membeli buku kamus Inggris-Indonesia. Harganya sekitar 70.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,kamus,23,27,70.000,65,70,diskon 10%,112,121,tokopedia,82,90
Saya tertarik membeli set sendok stainless steel. Harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,sendok,26,31,200.000,67,73,diskon 20%,96,105,mal,85,87
Teman saya mencari flute untuk pemula. Harganya sekitar 800.000 rupiah di Shopee setelah mendapatkan diskon 15%.,flute,19,23,800.000,56,62,diskon 15%,101,110,shopee,74,79
Aku ingin membeli popok kain bayi. Harganya sekitar 60.000 rupiah di supermarket dengan diskon 10%.,popok,18,22,60.000,52,57,diskon 10%,88,97,supermarket,69,79
Saya mencari gelang titanium. Harganya sekitar 500.000 rupiah di mal setelah mendapatkan diskon 15%.,gelang,13,18,500.000,47,53,diskon 15%,89,98,mal,65,67
Aku tertarik membeli buku thriller. Harganya sekitar 140.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,buku,21,24,140.000,53,59,diskon 10%,101,110,tokopedia,71,79
Saya ingin membeli set pisau dapur keramik. Harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,pisau,23,27,300.000,61,67,diskon 15%,90,99,mal,79,81
Teman saya mencari ukulele sopranino. Harganya sekitar 400.000 rupiah di Shopee setelah mendapatkan diskon 20%.,ukulele,19,25,400.000,55,61,diskon 20%,100,109,shopee,73,78
Aku berencana membeli meja belajar kecil untuk duduk di lantai Harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,meja,22,25,150.000,80,86,diskon 25%,117,126,supermarket,98,108
Saya sedang mencari liontin emas. Harganya sekitar 1.200.000 rupiah di mal setelah mendapatkan diskon 15%.,liontin,20,26,1.200.000,51,59,diskon 15%,95,104,mal,71,73
Aku ingin membeli buku biografi. Harganya sekitar 90.000 rupiah di Tokopedia setelah mendapatkan diskon 10%.,buku,18,21,90.000,50,55,diskon 10%,97,106,tokopedia,67,75
Saya tertarik membeli blender tangan. Harganya sekitar 180.000 rupiah di mal dengan diskon 20%.,blender,22,28,180.000,55,61,diskon 20%,84,93,mal,73,75
Teman saya mencari drum elektrik. Harganya sekitar 4.000.000 rupiah di Shopee setelah mendapatkan diskon 10%.,drum,19,22,4.000.000,51,59,diskon 10%,98,107,shopee,71,76
Aku ingin membeli kursi makan bayi portabel. Harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,kursi ,18,23,120.000,62,68,diskon 20%,99,108,supermarket,80,90
"kayaknya skincare SOMETHINC Glowing Up Sunscreen Stick SPF 50++ PA++++ lagi diskon jadi 82000 di shopee. beli gak ya?
 ",skincare,9,16,82000,88,92,,,,shopee,97,102
 skincare SKINTIFIC Paket 2pcs MSH Niacinamide + 5x Ceramide Moisturizer harganya 189000 dilazada beli gak ya?,skincare,1,8,189000,82,87,2pc,26,28,lazada,91,96
"make up WARDAH Colorfit Last All Day Lip Paint di lazada diskon jadi 55100. pengen beli tapi binggung
 ",make up,0,6,55100,69,73,,,,lazada,50,55
"galau nih, skincare THE ORIGINOTE Hyalucera Moisturizer + Eye Serum diskon di lazada jadi 67000
",skincare,11,18,67000,90,94,,,,lazada,78,83
"skincare GARNER Micellar Water Salicylic BHA. Bimbang banget, mau beli apa nggak ya? soalnya harganya cuman 82000",skincare,0,7,82000,108,112,,,,,,
"ada Promo Make Up PINKFLASH Eyeliner + Maskara
 di lazada harganya 18700. beli gak ya?",make up,10,16,18700,67,71,,,,lazada,51,56
"lagi butuh bodycare sabun mandi BIORE Relaxing Aromatic Jasmine 400ml di shopee harganya 42000 aja udah dapat 2 pc. 
",bodycare,11,18,42000,89,93,2 pc,110,113,shopee,73,78
"mau beli bodycare  GRACE AND GLOW Black Opium + English Pear and Freesia Acne Body Wash lagi promo di lazada cuman 64000 dapat 2pc. beli gak ya?
 ",bodycare,9,16,64000,115,119,2pc,127,129,lazada,102,107
"lagi break out. beli skincare NPURE Cica Dark Spot
 di shopee 58600 worth it ga ya?",skincare,21,28,58600,62,66,,,,shopee,55,60
"skincare AZARINE Hydrasoothe Sunscreen Gel SPF45 PA+++ di lazada 110000 
DAPAT 2",skincare,0,7,110000,65,70,dapat 2,73,79,lazada,58,63
"make up LUXCRIME Ulti-Matte Oil Control Setting Spray di lazada 52000. keracunan yang viral. beli gak ya?
 ",make up,0,6,52000,64,68,,,,lazada,57,62
bingung mau beli bodycare parfum Fordive yg mana soalnya harganya 229000/100ml di shopee,bodycare,17,24,229000,66,71,,,,shopee,82,87
"Eh, bingung nih, worth it nggak sih beli Tablet PC  samsung galaxy S8  ada free gift nya loh. harganya Rp1000000, diskon 15% di tokopedia?
",tablet,41,46,Rp1000000,103,111,diskon 15%,114,123,tokopedia,128,136
"Kapan lagiiiii ini skincare serum jerawat beli 1 GRATIS 1  merek kitschy cuman 129000 di shopee
",skincare,19,26,129000,79,84,beli 1 gratis 1,42,56,shopee,89,94
"Dilema gue, pengen beli skincare  SOMETHINC 2pcs Serum free lipbalm pula cuman 137.000 di shopee",skincare,24,31,137,79,81,2pc,44,46,shopee,90,95
"mau beli  make up ESQA Flawless Setting Powder di lazada harganya 82K. beli ga ya?
",make up,10,16,82K,66,68,,,,,,
"dapat info dari temen, kalo make up HANASUI Serum Cushion lagi diskon jadi 47K di lazada. enaknya beli ga ya?",make up,28,34,47K,75,77,,,,lazada,82,87
"make up LUXCRIME Blur & Cover Two Way Cake lagi habis. mumpung payday sale harganya turun jadi 42K. 
",make up,0,6,42K,95,97,,,,,,
promo skincare NACIFIC Fresh Herb Origin Toner 150ml cuman 70K aja di lazada ,skincare,6,13,70K,59,61,,,,lazada,70,75
"Aduh, bingung nih, pengen beli produk elektronik kayak blender Philips canggih harganya Rp800.000, diskon 15% di toko hartono, tapi ragu apakah bakal sering dipake.",elektronik,38,47,800.000,90,96,diskon 15%,99,108,hartono,118,124
"Duh, dilemma banget, mau beli set peralatan masak Tupperware lengkap harganya Rp2.500.000, diskon 20% di official shopee, tapi masih mikir-mikir soal ruang penyimpanannya.",peralatan masak,34,48,2.500.000,80,88,diskon 20%,91,100,shopee,114,119
"Wah, bimbang nih, pengen beli elektronik kayak mesin cuci Samsung harganya Rp3.000.000, toko hartono, tapi takut konsumsi listriknya mahal.",,,,3.000.000,77,85,,,,hartono,93,99
"Confused banget, mau beli set kursi makan IKEA mewah harganya Rp6.000.000, diskon 10% di toko furniture, tapi masih ragu apakah cocok dengan tema interior rumah.",furniture,94,102,6.000.000,64,72,diskon 10%,75,84,ikea,42,45
"Gatau deh, mending beli lemari pakaian Niki besar harganya Rp4.000.000, diskon 25% di toko perabotan rumah tangga, atau pakai itu duit buat renovasi dapur?",perabotan rumah tangga,91,112,4.000.000,61,69,diskon 25%,72,81,,,
"Hai, gue lagi tergoda banget sama make up ""SOMETHINC Hooman Breathable UV Cushion Cover SPF 35 PA++++
"" di lazada harganya 145K",make up,34,40,145k,123,126,,,,lazada,107,112
"Eh? Ada produk skincare ""SKINTIFIC 5% AHA BHA PHA Exfoliating Toner
"" dari merek Missha yang katanya bisa bikin kulit cerah dan sehat. Tapi gue masih mikir-mikir, apakah emang worth it buat coba atau cuma jadi tren doang soalnya harganya 79000.",skincare,15,22,79000,238,242,,,,,,
"lagi kepikiran pengen beli make up ""WARDAH Instaperfect  Matte Fit Powder Foundation"" di lazada harganya 106K",make up,27,33,106k,105,108,,,,lazada,89,94
"lagi pengen banget beli skincare ""AVOSKIN Toner Niacinamide 7% + Alpha Arbutin 1% + Kale
"" di shopee harganya 109000",skincare,24,31,109000,110,115,,,,shopee,94,99
"pengen coba make up ""LUXCRIME Ultra Cover Foundation Balm"" di shopee mumpung murah harganya cuman 41000 dari 159000",make up,12,18,159000,109,114,,,,shopee,62,67
"skincare AZARINE Hydramax-C Gel Sunscreen Serum di lazada harganya 52K


",skincare,0,7,52K,67,69,,,,lazada,51,56
"pengen coba skincare AVOSKIN MIRACULOUS REFINING TONER 100ml di lazada 130K dari 195K
",skincare,12,19,130K,71,74,,,,lazada,64,69
"ada produk skincare ""Centella Blemish Cream"" dari merek Cosrx yang katanya bisa bantu ngurangin jerawat dan bekasnya. Gue pengen banget beli, tapi masih ragu apakah bakal seampuh yang diceritain. tapi harganya cukup pricey, 185K di tokopedia",skincare,11,18,185K,224,227,,,,tokopedia,232,240
"ada nih skincare ""Sheet Mask"" dari merek Tony Moly yang lagi hits banget. Gue penasaran banget pengen coba, tapi masih bimbang mau pilih yang aloe vera atau yang rose. Takut hasilnya nggak sesuai harapan. harganya 10k di shopee",skincare,8,15,10K,214,216,,,,shopee,221,226
"skincare SKINTIFIC 5X Ceramide Low pH Cleanser Gentle 80ml di lazada cuman 65K 
",skincare,0,7,65K,75,77,,,,lazada,62,67
"skincare SKINTIFIC Mugwort Anti Pores Acne Clay Mask lagi diskon di lazada 79000
",skincare,0,7,79000,75,79,,,,lazada,68,73
"skincare THE ORIGINOTE RETINOL B3 Serum diskon 38% harganya 40000
",skincare,0,7,40000,60,64,diskon 38%,40,49,,,
"skincare GARNIER MICELLAR ROSE WATER 400ml dapat 2 harganya best deal banget 142000 aja di lazada
 ",skincare,0,7,142000,77,82,,,,lazada,91,96
"pengen beli skincare SKINTIFIC Alaska Volcano Pore Detox Clay Stick harganya 57000 dari harga 139000
",skincare,12,19,139000,94,99,,,,,,
"pengen banget beli skincare baru produknya SKINTIFIC 5X Ceramide Serum Sunscreen SPF 50 PA++++ harganya 65000 dari 199000
 ",skincare,19,26,65000,104,108,,,,,,
"ada promo bodycare BUY 1 GET 1 SOMETHINC Bakuchiol R-Cover Firming Body Creme Jadi 35k dapat 2, ada tambahan diskon ",,,,35K,83,85,dapat 2,87,93,,,
ada promo bodycare bundle VASELINE Gluta Hya Dewy Radiance DAPAT 2 di lazada harganya 69000,bodycare,10,17,69000,86,90,dapat 2,59,65,lazada,70,75
ada promo bodycare BRIGHTY Glowing Underarm + Underarm Scrub di female daily harganya 95000 dapat 2pc ,bodycare,10,17,95000,86,90,2pc,98,100,female daily,64,75
ada promo bodycare ELUMOR Oxter Cream di instagram harganya jadi 400000,bodycare,10,17,400000,65,70,,,,instagram,41,49
"pengen beli bodycare GRACE AND GLOW Rouge 540 Gentle Scrub Body Wash
 soalnya lagi butuh banget harganya 46000 dari shopee",bodycare,12,19,46000,106,110,,,,shopee,117,122
"ada diskon bodycare BUY 1 GET 1 Vaseline All Day Radiant Free Rosy Liptinted di shopee harganya 32000 aja 
",bodycare,11,18,32000,96,100,buy 1 get 1,20,30,,,
ada diskon bodycare Vaseline Gluta Hya Gold Flawless Bright 200ml 47000 di tokopedia,bodycare,11,18,47000,66,70,,,,tokopedia,75,83
"pengen coba skincare ""Hyaluronic Acid Serum"" dari merek Hada Labo? Gue penasaran banget sama produk ini yang katanya bisa bikin kulit lembap dan kenyal. Tapi masih ragu apakah beneran sebagus yang dibicarakan. ada di shopee harganya 50000",skincare,12,19,50000,233,237,,,,shopee,217,222
"lagi mikir-mikir mau beli skincare ""Collagen Power Lifting Cream"" dari merek Etude House. Katanya sih bisa bikin kulit kencang dan awet muda. Tapi bimbang juga, takut jadi terlalu berat untuk kulit gue yang oily. di shopee harganya 246000",skincare,26,33,246000,232,237,,,,shopee,216,221
"Gue lagi dilema antara mau coba skincare ""Snail Repairing Foam Cleanser"" dari merek Some By Mi atau ""AHA/BHA Clarifying Treatment Toner"" dari merek Cosrx. Pingin banget punya kulit yang bersih dan bebas jerawat, tapi tetep bingung pilih yang mana. soalnya harganya cukup mahal 270000",skincare,32,39,270000,277,282,,,,,,
Baru aja pengen peralatan bayi beli botol susu merek Philips Avent dengan harga Rp250.000 di supermarket dekat rumah. Katanya bagus banget buat bayi karena desainnya anti kolik.,botol susu,36,45,250.000,82,88,,,,supermarket,93,103
"Sudah cari-cari, akhirnya nemu peralatan bayi stroller merk Babyzen Yoyo dengan harga sekitar Rp5.000.000 di Baby Shop Mall. Tapi masih bimbang, apakah investasi ini worth it untuk kemudahan bawa bayi keliling.",stroller,46,53,5.000.000,96,104,,,,,,
"Aku lagi galau mau beli baby carrier merkapa. kayaknya Ergobaby harganya sekitar Rp1.500.000 di e-commerce, tapi Tula ada diskon 30% di Baby Expo .",baby carrier,24,35,1.500.000,83,91,diskon 30%,122,131,,,
"Adikku butuh mainan gigitan bayi, jadi aku mau beli Sophie La Girafe yang lucu itu. Harganya sekitar Rp300.000 di toko mainan online, tapi aku mau beli di shopee",mainan,13,18,300.000,103,109,,,,shopee,155,160
"Sudah mikir-mikir mau beli kursi makan bayi merk Fisher-Price. Fisher-Price harganya sekitar Rp800.000 di baby store, tapi Chicco juga bagus dan harganya lebih murah sekitar Rp600.000.",kursi makan bayi,27,42,800.000,95,101,lebih murah,154,164,,,
"Beli baju bayi brand Carter's itu yang bikin aku bingung. Carter's lebih terkenal dan harganya sekitar Rp150.000 per piece di outlet, sementara Mothercare ada promo buy 1 get 1 di department store.",baju bayi,5,13,150.000,105,111,buy 1 get 1,165,175,department store,180,195
Baru aja kepikiran beli sterilizer merek Tommee Tippee dengan harga Rp800.000 di online shop. Katanya ini praktis banget buat sterilisasi botol dan perlengkapan bayi lainnya. beli gak ya?,sterilizer,24,33,800.000,70,76,,,,online shop,81,91
"Pengen beli baby bouncer merk Babybjorn yang ada getaran dan musiknya. Harganya sekitar Rp1.500.000 di baby store, tapi aku belum yakin apakah bayi aku bakal suka atau enggak.",baby bouncer,12,23,1.500.000,90,98,,,,baby store,103,112
"Ada stroller bayi merk Joie yang lagi hits di Shopee dengan harga promo cuma Rp1.500.000. Aku pengen  langsung order deh, biar bisa jalan-jalan bareng bayi dengan lebih nyaman.",stroller,4,11,1.500.000,79,87,,,,shopee,46,51
"Produk favoritku, botol susu merk Tommee Tippee, tersedia dengan harga terbaik di Shopee. Aku pengen beli beberapa botol dengan harga spesial hanya Rp150.000 untuk memenuhi kebutuhan bayiku.",botol susu,18,27,150.000,150,156,,,,shopee,82,87
aku mencari bath tub yang aman dan nyaman. Akhirnya aku menemukan baby bath tub merk Summer Infant di Shopee dengan harga spesial hanya Rp300.000. ,baby bath tub,66,78,300.000,138,144,,,,shopee,102,107
Aku ingin membeli baju bayi yang lucu dan nyaman. Aku menemukan romper bayi merk Carter's di Zalora dengan harga Rp150.000. Aku langsung membelinya karena diskon besar-besaran.,baju bayi,18,26,150.000,115,121,,,,zalora,93,98
Aku ingin memiliki sepatu hak tinggi yang stylish. Aku menemukan high heels merk Aldo di Shopee dengan harga diskon Rp500.000. Aku langsung menambahkannya ke keranjang belanjaanku.,sepatu,19,24,500.000,118,124,,,,shopee,89,94
Aku membutuhkan tas bayi yang fungsional dan stylish. Aku tertarik dengan diaper bag merk Skip Hop di Tokopedia dengan harga Rp400.000. Banyak kompartemen dan desainnya yang cantik membuatku tertarik.,tas bayi,16,23,400.000,127,133,,,,tokopedia,102,110
Aku ingin membeli baju pesta yang elegan. Aku menemukan evening dress merk Adrianna Papell di Zalora dengan harga Rp1.500.000. Aku terpesona dengan desainnya dan langsung menaruhnya dalam daftar keinginanku.,baju ,18,22,1.500.000,116,124,,,,zalora,94,99
"Untuk melengkapi tampilan fashion, aku ingin membeli anting yang cantik. Aku memilih earrings merk Pandora di Lazada dengan harga Rp800.000. Aku yakin akan terlihat lebih glamor dengan aksesoris ini. tapi masih dilemma",anting,53,58,800.000,132,138,,,,lazada,110,115
Aku ingin membeli celana jeans yang nyaman dan pas di tubuh. Aku menemukan skinny jeans merk Levi's di Shopee dengan harga diskon Rp600.000. Aku langsung menambahkannya ke troli belanjaanku.,celana jeans,18,29,600.000,132,138,,,,shopee,103,108
Aku ingin memiliki tas tangan yang cocok untuk kegiatan sehari-hari. Aku tertarik dengan handbag merk Michael Kors di Tokopedia dengan harga Rp2.000.000. Desainnya yang klasik membuatnya sempurna untuk setiap kesempatan.,tas ,19,22,2.000.000,143,151,,,,tokopedia,118,126
Aku membutuhkan pakaian tidur yang nyaman untuk bayiku. Aku memilih sleepwear merk Petit Bateau di Zalora dengan harga Rp300.000. Bahan katunnya lembut dan bayiku pasti akan tidur dengan nyenyak.,pakaian,16,22,300.000,121,127,,,,zalora,99,104
Aku ingin membeli sneakers yang stylish dan nyaman. Aku menemukan sneakers merk Nike di Lazada dengan harga diskon Rp1.000.000. ,sneakers,18,25,1.000.000,117,125,,,,lazada,88,93
Aku ingin memiliki jam tangan yang elegan dan fungsional. Aku tertarik dengan watch merk Fossil di Shopee dengan harga Rp1.500.000. Aku yakin jam tangan ini akan menjadi aksesoris yang sempurna.,jam tangan,19,28,1.500.000,121,129,,,,shopee,99,104
Aku membutuhkan baju renang untuk liburan keluarga. Aku menemukan swimsuit merk Speedo di Tokopedia dengan harga Rp400.000. Desainnya yang modis dan kualitasnya yang bagus membuatku tertarik.,baju,16,19,400.000,115,121,,,,tokopedia,90,98
Aku ingin membeli baju olahraga yang nyaman dan stylish. Aku memilih sportswear merk Adidas di Zalora dengan harga Rp600.000.,baju,18,21,600.000,117,123,,,,zalora,95,100
Aku ingin membeli jaket motor yang stylish dan berkualitas. Aku menemukan jaket motor merk Alpinestars di toko sepeda motor terdekat dengan harga Rp1.500.000. Jaket ini akan membuat tampilan motorriding-ku lebih keren.,jaket,18,22,1.500.000,148,156,,,,toko sepeda,106,116
Aku mencari sarung tangan berkendara yang tahan air dan tahan angin. Aku menemukan sarung tangan merk Racer di toko perlengkapan motor online dengan harga Rp500.000. ,sarung tangan,12,24,500.000,157,163,,,,toko perlengkapan motor,111,133
Aku ingin membeli helm berkendara yang aman dan stylish. Aku menemukan helm merk Shoei di dealer helm motor terdekat dengan harga Rp3.000.000. ,helm,18,21,3.000.000,132,140,,,,dealer helm motor,90,106
Aku mencari sepatu motor yang nyaman dan anti-slip. Aku menemukan sepatu motor merk TCX di toko perlengkapan motor online dengan harga Rp1.200.000.,sepatu,12,17,1.200.000,137,145,,,,toko perlengkapan motor,91,113
Aku ingin memiliki celana motor yang fashionable dan tahan lama. Aku menemukan celana motor merk Dainese di toko perlengkapan motor terdekat dengan harga Rp2.000.000. ,celana motor,19,30,2.000.000,156,164,,,,toko perlengkapan motor,108,130
Aku ingin membeli kacamata riding yang stylish dan melindungi mata dari debu dan sinar UV. Aku menemukan kacamata riding merk Oakley di toko perlengkapan motor terdekat dengan harga Rp2.500.000. ,kacamata,18,25,2.500.000,184,192,,,,toko perlengkapan motor,136,158
